Name,DEQ Number,Title,Document Date
DAQ-2024-005099,DAQ-2024-005099,MACT Subpart CC Rpt 2 - Equipment Leaks - 2nd Semiannual Rpt for 2023,1/15/2024
DAQ-2024-006882,DAQ-2024-006882,Consent Decree Progress Rpt - 2nd Semiannual Rpt for 2023,1/31/2024
DAQ-2024-007241,DAQ-2024-007241,40 CFR 63 Subpart UUU - Semiannual Report Jul - Dec 2023,1/30/2024
DAQ-2024-007243,DAQ-2024-007243,40 CFR 60 Subparts J and Ja - Semiannual Compliance Report Jul - Dec 2023,1/30/2024
DAQ-2024-007244,DAQ-2024-007244,Tank 62 Refilling Notification 04/05/24,3/6/2024
DAQ-2024-007689,DAQ-2024-007689,Tank 31 Initial Fill Notification - Dated 03/22/24,3/22/2024
DAQ-2024-007690,DAQ-2024-007690,1st Qtr 2024 UACR VOC Monitoring Rpt,4/10/2024
DAQ-2024-007691,DAQ-2024-007691,EOL Sampling Plan Update for Approval - Dated 04/09/24,4/9/2024
DAQ-2024-007692,DAQ-2024-007692,2023 Total Annual Benzene (TAB) Rpt,4/3/2024
DAQ-2024-007693,DAQ-2024-007693,"MACT Subpart CC Periodic Rpt - Jul 15, 2023 - Jan 14, 2024",3/14/2024
DAQ-2024-008518,DAQ-2024-008518,Tank 62 Seal Gap Inspection Notification - Dated 05/21/24,5/21/2024
DAQ-2024-008529,DAQ-2024-008529,Approval Blanket Waiver-and-Replacement Letter,5/28/2024
DAQ-2024-010441,DAQ-2024-010441,Review of RA/PST Protocol - 09/03/2024,9/6/2024
DAQ-2024-010442,DAQ-2024-010442,RATA Review Letter - 09/03/2024,9/18/2024
DAQ-2024-010866,DAQ-2024-010866,Review of Pretest Protocol - Dated 09/20/24,10/1/2024
DAQ-2024-010867,DAQ-2024-010867,Protocol Review and Test Date Confirmation - Dated 09/20/24,10/3/2024
DAQ-2024-010877,DAQ-2024-010877,Partial Compliance Evaluation (#1 of 4) - Dated 09/12/24,10/3/2024
DAQ-2024-010879,DAQ-2024-010879,Partial Compliance Evaluation (#2 of 4) - Dated 09/12/24,10/4/2024
DAQ-2024-010885,DAQ-2024-010885,Partial Compliance Evaluation (#3 of 4) - Dated 09/12/24,10/8/2024
DAQ-2024-010892,DAQ-2024-010892,Full Compliance Evaluation (#4 of 4) - Dated 09/12/24,10/9/2024
DAQ-2024-010949,DAQ-2024-010949,Notice of Violation and Order to Comply (DAQC-885-24),10/1/2024
DAQ-2024-011085,DAQ-2024-011085,MACT Subpart CC Rpt - Equipment Leaks - 1st Semiannual 2024 Rpt,7/15/2024
DAQ-2024-011087,DAQ-2024-011087,2nd Qtr UACR VOC Monitoring Rpt & 1st Semiannual NSPS GGGa Rpt 2024,7/15/2024
DAQ-2024-011305,DAQ-2024-011305,"40 CFR 63 Subpart UUU: Semi-Annual Report January 1, 2024, to June 30, 2024 - 07/30/2024",7/30/2024
DAQ-2024-011308,DAQ-2024-011308,Seal Gap Inspections Notification - 09/05/2024,9/5/2024
DAQ-2024-011330,DAQ-2024-011330,40 CFR 60 Subparts J and Ja First Semiannual Compliance Report 2024 - 07/30/2024,7/30/2024
DAQ-2024-011331,DAQ-2024-011331,Voluntary Self Disclosure Potential Non-Compliance Issues and Interim Measures Follow-Up - 06/20/2024,8/13/2024
DAQ-2024-011481,DAQ-2024-011481,SEDR Review Memo 3Q2024,11/5/2024
DAQ-2024-011558,DAQ-2024-011558,Tank 54 Refill Notification - Dated 10/31/24,10/31/2024
DAQ-2024-011829,DAQ-2024-011829,SIP PM 2.5 and PM 10 Deviation Report - 11/20/2024,11/20/2024
DAQ-2024-011830,DAQ-2024-011830,3rd Quarter 2024 UACR VOC Monitoring Report - 10/14/2024,10/14/2024
DAQ-2024-012153,DAQ-2024-012153,1st Half 2024 MACT Subpart CC Rpt,9/11/2024
DAQ-2024-012154,DAQ-2024-012154,Tank 31 NSPS Subpart Kc Applicability Determination,12/13/2024
DAQ-2024-012155,DAQ-2024-012155,Consent Decree - Third-Party LDAR Audit Notification - Scheduled 12/02/24,11/13/2024
DAQ-2025-000206,DAQ-2025-000206,Review of RA/PST Report - 12/12/2024,1/7/2025
DAQ-2025-000743,DAQ-2025-000743,Review of Stack Test Rpt - Dated 01/20/25,1/30/2025
DAQ-2025-000755,DAQ-2025-000755,Review of Pretest Protocol - Dated 01/31/25,2/5/2025
DAQ-2025-000756,DAQ-2025-000756,Pretest Protocol Review and Test Date Confirmation - Dated 01/31/25,2/7/2025
DAQ-2025-000766,DAQ-2025-000766,State Electronic Data Report (SEDR) Review - 02/06/2025,2/6/2025
DAQ-2025-001210,DAQ-2025-001210,Consent Decree Progress Report Jul-Dec 2024 - 01/30/2025,1/30/2025
DAQ-2025-001211,DAQ-2025-001211,40 CFR 63 Subpart UUU Semiannual Report Jul-Dec 2024 - 01/30/2025,1/30/2025
DAQ-2025-001773,DAQ-2025-001773,Review of RA/PST Protocol - Dated 03/17/25,3/24/2025
DAQ-2025-001774,DAQ-2025-001774,"Pretest Protocol for Flow, O2, SO2, and H2S Relative Accuracy Test - Dated 03/17/25",3/27/2025
DAQ-2025-001919,DAQ-2025-001919,2024 Total Annual Benzene (TAB) Report,3/31/2025
DAQ-2025-001933,DAQ-2025-001933,"MACT Subpart CC Periodic Rpt - 2nd Half 2024 (Jul 15, 2024 - Jan 14, 2025)",3/13/2025
DAQ-2025-001945,DAQ-2025-001945,Review of Stack Test Rpt - Dated 03/26/25,4/7/2025
DAQ-2025-002031,DAQ-2025-002031,2024 UACR UTM/DTM Annual Report,1/2/2025
DAQ-2025-002032,DAQ-2025-002032,"NSPS Subpart QQQ Semiannual Report Apr 16 - Oct 15, 2024",12/13/2024
DAQ-2025-002033,DAQ-2025-002033,Tank 42 Degassing Notification - Dated 01/13/25,1/13/2025
DAQ-2025-002034,DAQ-2025-002034,MACT Subpart CC Report - Equipment Leaks - 2nd Semiannual Report for 2024,1/15/2025
DAQ-2025-002035,DAQ-2025-002035,4th Qtr 2024 UACR VOC Monitoring Report & 2nd Semiannual 2024 NSPS GGGa Report,1/15/2025
DAQ-2025-002036,DAQ-2025-002036,40 CFR 60 Subparts J and Ja - Semiannual Compliance Report 2nd Half 2024,1/27/2025
DAQ-2025-002037,DAQ-2025-002037,2024 Annual Boiler MACT Report - 40 CFR 63 Subpart DDDDD,1/27/2025
DAQ-2025-002125,DAQ-2025-002125,1st Qtr 2025 UACR VOC Monitoring Rpt,4/14/2025
DAQ-2025-002468,DAQ-2025-002468,SEDR Review Memo 1Q2025,5/7/2025
DAQ-2025-003153,DAQ-2025-003153,RATA Review Memo dated 06/30/25,6/30/2025
DAQ-2025-003195,DAQ-2025-003195,Tank 9 Degas 25,4/29/2024
DAQ-2025-003446,DAQ-2025-003446,Review of RA/PST Rpt - Dated 01/16/25,7/17/2025
DAQ-2025-003494,DAQ-2025-003494,Equipment Leaks - 1st Semiannual Report 2025,7/15/2025
DAQ-2025-004310,DAQ-2025-004310,40 CFR Subpart J and Ja Semiannual Compliance Rpt Jan - Jun 2025,7/30/2025
DAQ-2025-004311,DAQ-2025-004311,40 CFR 63 Subpart UUU Semiannual Rpt Jan - Jun 2025,7/30/2025
DAQ-2025-004312,DAQ-2025-004312,Voluntary Self Disclosure - Potential Non-Compliance Issues and Interim Measures Follow Up - Dated 08/05/25,8/5/2025
DAQ-2025-004313,DAQ-2025-004313,2nd Qtr 2025 UACR VOC Monitoring Rpt & Semiannual NSPS GGGa Rpt,7/15/2025
DAQ-2025-004314,DAQ-2025-004314,MACT Subpart CC Rpt - Equipment Leaks - 1st Semiannual 2025 Rpt,7/15/2025
DAQ-2025-004315,DAQ-2025-004315,"NSPS Subpart QQQ Semiannual Rpt (Oct 16, 2024 - Apr 15, 2025)",6/12/2025
DAQ-2025-004357,DAQ-2025-004357,Consent Decree Payment - Dated 8/19/25,8/19/2025
DAQ-2025-004908,DAQ-2025-004908,RATA Review Memo dated 09/17/25,9/30/2025
DAQ-2025-004910,DAQ-2025-004910,RATA Review Letter on 10/02/25,10/2/2025
DAQ-2025-004949,DAQ-2025-004949,SEDR Review Memo 2Q2025,9/15/2025
DAQ-2025-005088,DAQ-2025-005088,Admin Settlement Agreement Memo to the AQB dated 09/22/25,9/22/2025
DAQ-2025-005141,DAQ-2025-005141,Partial Compliance Evaluation on 09/23/25,10/9/2025
DAQ-2025-005217,DAQ-2025-005217,Partial Compliance Evaluation (#2 of 4) - Dated 09/23/25,10/14/2025
DAQ-2025-005287,DAQ-2025-005287,Tank 4 Degassing Notification - Dated 09/25/25,9/25/2025
DAQ-2025-005288,DAQ-2025-005288,Seal Gap Inspections Notification - Dated 08/26/25,8/26/2025
DAQ-2025-005289,DAQ-2025-005289,Tank 4 Degassing Notification Email - Dated 09/25/25,9/25/2025
DAQ-2025-005302,DAQ-2025-005302,Partial Compliance Evaluation on 09/23/25,10/15/2025
DAQ-2025-005309,DAQ-2025-005309,Signed Settlement Agreement dated 10-01-25 (DAQ-068-25) with receipt,9/22/2025
DAQ-2025-005336,DAQ-2025-005336,Full Compliance Evaluation on 09/23/25,10/21/2025
DAQ-2025-005389,DAQ-2025-005389,Stack Test Extension dated 10/28/25,10/28/2025
DAQ-2025-005917,DAQ-2025-005917,SEDR Review Memo Dated 11/19/25,11/19/2025
DAQ-2025-006412,DAQ-2025-006412,Protocol Review Letter Dated 11/26/25,12/4/2025
DAQ-2025-006413,DAQ-2025-006413,Protocol Review Letter Dated 12/05/25,12/5/2025
DAQ-2025-006489,DAQ-2025-006489,Tank 43 Refill Notification Email on 11/18/25,11/18/2025
DAQ-2025-006490,DAQ-2025-006490,Tank 43 Refill Notification on 11/25/25,11/18/2025
DAQ-2025-006670,DAQ-2025-006670,Tank 87 Degass Email Notification - Dated 12/18/25,12/18/2025
DAQ-2025-006671,DAQ-2025-006671,Tank 4 Refill Email Notification - Dated 12/18/25,12/18/2025
DAQ-2025-006672,DAQ-2025-006672,Tank 87 Degass Cover Letter - Dated 12/18/25,12/18/2025
DAQ-2025-006673,DAQ-2025-006673,Tank 4 Refill Cover Letter - Dated 12/08/25,12/8/2025
DAQ-2025-006674,DAQ-2025-006674,3rd Qtr 2025 UACR VOC Monitoring Rpt,10/15/2025
DAQ-2025-006675,DAQ-2025-006675,"NSPS Subpart QQQ Semiannual Rpt Apr 16 - Oct 15, 2025",12/15/2025
DAQ-2025-006676,DAQ-2025-006676,"MACT Subpart CC Periodic Rpt Jan 15 - Jul 14, 2025",9/15/2025
DAQ-2025-006677,DAQ-2025-006677,Scheduled Turnaround 2026 Cover Letter - Dated 12/11/25,12/11/2025
